,split,dataset_type,length
22168,train,irishman-midi,257
22169,train,irishman-midi,1269
22170,train,irishman-midi,1514
22171,train,irishman-midi,676
22172,train,irishman-midi,876
22173,train,irishman-midi,597
22174,train,irishman-midi,1888
22175,train,irishman-midi,481
22176,train,irishman-midi,1316
22177,train,irishman-midi,1748
22178,train,irishman-midi,1837
22179,train,irishman-midi,889
22180,train,irishman-midi,2466
22181,train,irishman-midi,1221
22182,train,irishman-midi,924
22183,train,irishman-midi,1104
22184,train,irishman-midi,2743
22185,train,irishman-midi,1202
22186,train,irishman-midi,782
22187,train,irishman-midi,1946
22188,train,irishman-midi,1338
22189,train,irishman-midi,562
22190,train,irishman-midi,1965
22191,train,irishman-midi,776
22192,train,irishman-midi,1888
22193,train,irishman-midi,381
22194,train,irishman-midi,265
22195,train,irishman-midi,596
22196,train,irishman-midi,1541
22197,train,irishman-midi,957
22198,train,irishman-midi,2714
22199,train,irishman-midi,773
22200,train,irishman-midi,1899
22201,train,irishman-midi,997
22202,train,irishman-midi,2334
22203,train,irishman-midi,418
22204,train,irishman-midi,643
22205,train,irishman-midi,773
22206,train,irishman-midi,224
22207,train,irishman-midi,1024
22208,train,irishman-midi,1844
22209,train,irishman-midi,884
22210,train,irishman-midi,804
22211,train,irishman-midi,2067
22212,train,irishman-midi,1206
22213,train,irishman-midi,6430
22214,train,irishman-midi,1152
22215,train,irishman-midi,2182
22216,train,irishman-midi,726
22217,train,irishman-midi,1224
22218,train,irishman-midi,741
22219,train,irishman-midi,643
22220,train,irishman-midi,483
22221,train,irishman-midi,704
22222,train,irishman-midi,1286
22223,train,irishman-midi,196
22224,train,irishman-midi,874
22225,train,irishman-midi,1152
22226,train,irishman-midi,1352
22227,train,irishman-midi,827
22228,train,irishman-midi,2464
22229,train,irishman-midi,631
22230,train,irishman-midi,1812
22231,train,irishman-midi,542
22232,train,irishman-midi,2325
22233,train,irishman-midi,706
22234,train,irishman-midi,1257
22235,train,irishman-midi,1362
22236,train,irishman-midi,1352
22237,train,irishman-midi,784
22238,train,irishman-midi,716
22239,train,irishman-midi,1400
22240,train,irishman-midi,844
22241,train,irishman-midi,1172
22242,train,irishman-midi,1034
22243,train,irishman-midi,647
22244,train,irishman-midi,642
22245,train,irishman-midi,2063
22246,train,irishman-midi,949
22247,train,irishman-midi,890
22248,train,irishman-midi,2451
22249,train,irishman-midi,1105
22250,train,irishman-midi,1306
22251,train,irishman-midi,490
22252,train,irishman-midi,2004
22253,train,irishman-midi,2764
22254,train,irishman-midi,436
22255,train,irishman-midi,438
22256,train,irishman-midi,1780
22257,train,irishman-midi,839
22258,train,irishman-midi,1212
22259,train,irishman-midi,696
22260,train,irishman-midi,641
22261,train,irishman-midi,616
22262,train,irishman-midi,1302
22263,train,irishman-midi,1412
22264,train,irishman-midi,701
22265,train,irishman-midi,966
22266,train,irishman-midi,880
22267,train,irishman-midi,466
22268,train,irishman-midi,286
22269,train,irishman-midi,2030
22270,train,irishman-midi,1292
22271,train,irishman-midi,783
22272,train,irishman-midi,1302
22273,train,irishman-midi,2547
22274,train,irishman-midi,948
22275,train,irishman-midi,2400
22276,train,irishman-midi,616
22277,train,irishman-midi,497
22278,train,irishman-midi,3042
22279,train,irishman-midi,1374
22280,train,irishman-midi,794
22281,train,irishman-midi,746
22282,train,irishman-midi,2968
22283,train,irishman-midi,1192
22284,train,irishman-midi,496
22285,train,irishman-midi,1800
22286,train,irishman-midi,914
22287,train,irishman-midi,1312
22288,train,irishman-midi,1024
22289,train,irishman-midi,920
22290,train,irishman-midi,610
22291,train,irishman-midi,733
22292,train,irishman-midi,2124
22293,train,irishman-midi,1293
22294,train,irishman-midi,976
22295,train,irishman-midi,751
22296,train,irishman-midi,551
22297,train,irishman-midi,1190
22298,train,irishman-midi,602
22299,train,irishman-midi,1826
22300,train,irishman-midi,2811
22301,train,irishman-midi,703
22302,train,irishman-midi,799
22303,train,irishman-midi,395
22304,train,irishman-midi,1387
22305,train,irishman-midi,1142
22306,train,irishman-midi,791
22307,train,irishman-midi,428
22308,train,irishman-midi,883
22309,train,irishman-midi,947
22310,train,irishman-midi,746
22311,train,irishman-midi,954
22312,train,irishman-midi,872
22313,train,irishman-midi,794
22314,train,irishman-midi,468
22315,train,irishman-midi,864
22316,train,irishman-midi,786
22317,train,irishman-midi,890
22318,train,irishman-midi,214
22319,train,irishman-midi,2228
22320,train,irishman-midi,1478
22321,train,irishman-midi,1622
22322,train,irishman-midi,1349
22323,train,irishman-midi,805
22324,train,irishman-midi,1768
22325,train,irishman-midi,2145
22326,train,irishman-midi,420
22327,train,irishman-midi,798
22328,train,irishman-midi,926
22329,train,irishman-midi,1202
22330,train,irishman-midi,656
22331,train,irishman-midi,399
22332,train,irishman-midi,452
22333,train,irishman-midi,1014
22334,train,irishman-midi,1227
22335,train,irishman-midi,1392
22336,train,irishman-midi,535
22337,train,irishman-midi,1712
22338,train,irishman-midi,636
22339,train,irishman-midi,984
22340,train,irishman-midi,716
22341,train,irishman-midi,2422
22342,train,irishman-midi,1377
22343,train,irishman-midi,1337
22344,train,irishman-midi,377
22345,train,irishman-midi,1266
22346,train,irishman-midi,1096
22347,train,irishman-midi,818
22348,train,irishman-midi,1582
22349,train,irishman-midi,994
22350,train,irishman-midi,1198
22351,train,irishman-midi,1879
22352,train,irishman-midi,2056
22353,train,irishman-midi,1843
22354,train,irishman-midi,577
22355,train,irishman-midi,2624
22356,train,irishman-midi,1312
22357,train,irishman-midi,1378
22358,train,irishman-midi,336
22359,train,irishman-midi,2924
22360,train,irishman-midi,964
22361,train,irishman-midi,521
22362,train,irishman-midi,657
22363,train,irishman-midi,1159
22364,train,irishman-midi,3090
22365,train,irishman-midi,645
22366,train,irishman-midi,2869
22367,train,irishman-midi,1492
22368,train,irishman-midi,604
22369,train,irishman-midi,1272
22370,train,irishman-midi,1282
22371,train,irishman-midi,1036
22372,train,irishman-midi,347
22373,train,irishman-midi,938
22374,train,irishman-midi,661
22375,train,irishman-midi,595
22376,train,irishman-midi,1004
22377,train,irishman-midi,996
22378,train,irishman-midi,1310
22379,train,irishman-midi,1182
22380,train,irishman-midi,1317
22381,train,irishman-midi,684
22382,train,irishman-midi,877
22383,train,irishman-midi,746
22384,train,irishman-midi,1194
22385,train,irishman-midi,518
22386,train,irishman-midi,429
22387,train,irishman-midi,694
22388,train,irishman-midi,2543
22389,train,irishman-midi,944
22390,train,irishman-midi,943
22391,train,irishman-midi,1382
22392,train,irishman-midi,864
22393,train,irishman-midi,1095
22394,train,irishman-midi,827
22395,train,irishman-midi,629
22396,train,irishman-midi,1254
22397,train,irishman-midi,1389
22398,train,irishman-midi,1207
22399,train,irishman-midi,596
22400,train,irishman-midi,831
22401,train,irishman-midi,960
22402,train,irishman-midi,283
22403,train,irishman-midi,416
22404,train,irishman-midi,1346
22405,train,irishman-midi,504
22406,train,irishman-midi,1014
22407,train,irishman-midi,1273
22408,train,irishman-midi,1172
22409,train,irishman-midi,1908
22410,train,irishman-midi,405
22411,train,irishman-midi,1372
22412,train,irishman-midi,1280
22413,train,irishman-midi,1112
22414,train,irishman-midi,2683
22415,train,irishman-midi,1007
22416,train,irishman-midi,1046
22417,train,irishman-midi,432
22418,train,irishman-midi,945
22419,train,irishman-midi,601
22420,train,irishman-midi,1412
22421,train,irishman-midi,564
22422,train,irishman-midi,1019
22423,train,irishman-midi,954
22424,train,irishman-midi,291
22425,train,irishman-midi,1996
22426,train,irishman-midi,597
22427,train,irishman-midi,646
22428,train,irishman-midi,1444
22429,train,irishman-midi,1687
22430,train,irishman-midi,461
22431,train,irishman-midi,1232
22432,train,irishman-midi,944
22433,train,irishman-midi,954
22434,train,irishman-midi,3629
22435,train,irishman-midi,2156
22436,train,irishman-midi,385
22437,train,irishman-midi,452
22438,train,irishman-midi,716
22439,train,irishman-midi,887
22440,train,irishman-midi,828
22441,train,irishman-midi,1106
22442,train,irishman-midi,189
22443,train,irishman-midi,786
22444,train,irishman-midi,1780
22445,train,irishman-midi,1208
22446,train,irishman-midi,1030
22447,train,irishman-midi,1184
22448,train,irishman-midi,586
22449,train,irishman-midi,974
22450,train,irishman-midi,2424
22451,train,irishman-midi,686
22452,train,irishman-midi,410
22453,train,irishman-midi,1065
22454,train,irishman-midi,1242
22455,train,irishman-midi,2415
22456,train,irishman-midi,180
22457,train,irishman-midi,2611
22458,train,irishman-midi,1252
22459,train,irishman-midi,487
22460,train,irishman-midi,1299
22461,train,irishman-midi,3082
22462,train,irishman-midi,3580
22463,train,irishman-midi,2464
22464,train,irishman-midi,489
22465,train,irishman-midi,781
22466,train,irishman-midi,2879
22467,train,irishman-midi,2203
22468,train,irishman-midi,666
22469,train,irishman-midi,1302
22470,train,irishman-midi,3100
22471,train,irishman-midi,438
22472,train,irishman-midi,676
22473,train,irishman-midi,1332
22474,train,irishman-midi,596
22475,train,irishman-midi,1132
22476,train,irishman-midi,1118
22477,train,irishman-midi,1204
22478,train,irishman-midi,2086
22479,train,irishman-midi,266
22480,train,irishman-midi,1085
22481,train,irishman-midi,636
22482,train,irishman-midi,2464
22483,train,irishman-midi,479
22484,train,irishman-midi,638
22485,train,irishman-midi,655
22486,train,irishman-midi,612
22487,train,irishman-midi,706
22488,train,irishman-midi,2060
22489,train,irishman-midi,523
22490,train,irishman-midi,580
22491,train,irishman-midi,636
22492,train,irishman-midi,1276
22493,train,irishman-midi,1202
22494,train,irishman-midi,2962
22495,train,irishman-midi,413
22496,train,irishman-midi,1925
22497,train,irishman-midi,1860
22498,train,irishman-midi,225
22499,train,irishman-midi,677
22500,train,irishman-midi,264
22501,train,irishman-midi,2370
22502,train,irishman-midi,3684
22503,train,irishman-midi,1312
22504,train,irishman-midi,724
22505,train,irishman-midi,2441
22506,train,irishman-midi,370
22507,train,irishman-midi,711
22508,train,irishman-midi,854
22509,train,irishman-midi,3106
22510,train,irishman-midi,1075
22511,train,irishman-midi,1293
22512,train,irishman-midi,1918
22513,train,irishman-midi,2254
22514,train,irishman-midi,1811
22515,train,irishman-midi,525
22516,train,irishman-midi,1057
22517,train,irishman-midi,1233
22518,train,irishman-midi,964
22519,train,irishman-midi,517
22520,train,irishman-midi,1004
22521,train,irishman-midi,343
22522,train,irishman-midi,373
22523,train,irishman-midi,1114
22524,train,irishman-midi,1292
22525,train,irishman-midi,1226
22526,train,irishman-midi,1098
22527,train,irishman-midi,1223
22528,train,irishman-midi,2113
22529,train,irishman-midi,388
22530,train,irishman-midi,1891
22531,train,irishman-midi,227
22532,train,irishman-midi,985
22533,train,irishman-midi,625
22534,train,irishman-midi,696
22535,train,irishman-midi,1087
22536,train,irishman-midi,688
22537,train,irishman-midi,419
22538,train,irishman-midi,658
22539,train,irishman-midi,597
22540,train,irishman-midi,1092
22541,train,irishman-midi,3043
22542,train,irishman-midi,926
22543,train,irishman-midi,511
22544,train,irishman-midi,506
22545,train,irishman-midi,896
22546,train,irishman-midi,371
22547,train,irishman-midi,914
22548,train,irishman-midi,706
22549,train,irishman-midi,1636
22550,train,irishman-midi,1230
22551,train,irishman-midi,964
22552,train,irishman-midi,962
22553,train,irishman-midi,1024
22554,train,irishman-midi,620
22555,train,irishman-midi,1962
22556,train,irishman-midi,791
22557,train,irishman-midi,2858
22558,train,irishman-midi,2232
22559,train,irishman-midi,1473
22560,train,irishman-midi,1461
22561,train,irishman-midi,670
22562,train,irishman-midi,1252
22563,train,irishman-midi,1262
22564,train,irishman-midi,744
22565,train,irishman-midi,1312
22566,train,irishman-midi,262
22567,train,irishman-midi,493
22568,train,irishman-midi,649
22569,train,irishman-midi,1556
22570,train,irishman-midi,1322
22571,train,irishman-midi,1556
22572,train,irishman-midi,1436
22573,train,irishman-midi,2052
22574,train,irishman-midi,1939
22575,train,irishman-midi,2426
22576,train,irishman-midi,1172
22577,train,irishman-midi,824
22578,train,irishman-midi,689
22579,train,irishman-midi,258
22580,train,irishman-midi,894
22581,train,irishman-midi,754
22582,train,irishman-midi,1222
22583,train,irishman-midi,2160
22584,train,irishman-midi,1403
22585,train,irishman-midi,784
22586,train,irishman-midi,715
22587,train,irishman-midi,627
22588,train,irishman-midi,1259
22589,train,irishman-midi,2257
22590,train,irishman-midi,272
22591,train,irishman-midi,477
22592,train,irishman-midi,966
22593,train,irishman-midi,703
22594,train,irishman-midi,1085
22595,train,irishman-midi,1182
22596,train,irishman-midi,964
22597,train,irishman-midi,1008
22598,train,irishman-midi,1216
22599,train,irishman-midi,1370
22600,train,irishman-midi,1038
22601,train,irishman-midi,1570
22602,train,irishman-midi,721
22603,train,irishman-midi,262
22604,train,irishman-midi,2557
22605,train,irishman-midi,352
22606,train,irishman-midi,631
22607,train,irishman-midi,2382
22608,train,irishman-midi,3441
22609,train,irishman-midi,1042
22610,train,irishman-midi,1978
22611,train,irishman-midi,3073
22612,train,irishman-midi,556
22613,train,irishman-midi,1054
22614,train,irishman-midi,1252
22615,train,irishman-midi,416
22616,train,irishman-midi,884
22617,train,irishman-midi,4534
22618,train,irishman-midi,2290
22619,train,irishman-midi,1812
22620,train,irishman-midi,298
22621,train,irishman-midi,538
22622,train,irishman-midi,980
22623,train,irishman-midi,615
22624,train,irishman-midi,910
22625,train,irishman-midi,797
22626,train,irishman-midi,1724
22627,train,irishman-midi,1838
22628,train,irishman-midi,919
22629,train,irishman-midi,834
22630,train,irishman-midi,1455
22631,train,irishman-midi,1242
22632,train,irishman-midi,606
22633,train,irishman-midi,1233
22634,train,irishman-midi,1757
22635,train,irishman-midi,1669
22636,train,irishman-midi,646
22637,train,irishman-midi,701
22638,train,irishman-midi,1292
22639,train,irishman-midi,1702
22640,train,irishman-midi,656
22641,train,irishman-midi,347
22642,train,irishman-midi,1030
22643,train,irishman-midi,378
22644,train,irishman-midi,542
22645,train,irishman-midi,532
22646,train,irishman-midi,2900
22647,train,irishman-midi,1212
22648,train,irishman-midi,984
22649,train,irishman-midi,426
22650,train,irishman-midi,1464
22651,train,irishman-midi,596
22652,train,irishman-midi,1372
22653,train,irishman-midi,1356
22654,train,irishman-midi,1124
22655,train,irishman-midi,2346
22656,train,irishman-midi,1222
22657,train,irishman-midi,1224
22658,train,irishman-midi,373
22659,train,irishman-midi,1942
22660,train,irishman-midi,1202
22661,train,irishman-midi,253
22662,train,irishman-midi,1591
22663,train,irishman-midi,1207
22664,train,irishman-midi,228
22665,train,irishman-midi,1636
22666,train,irishman-midi,1436
22667,train,irishman-midi,1237
22668,train,irishman-midi,1124
22669,train,irishman-midi,2255
22670,train,irishman-midi,554
22671,train,irishman-midi,1182
22672,train,irishman-midi,239
22673,train,irishman-midi,2100
22674,train,irishman-midi,1232
22675,train,irishman-midi,1846
22676,train,irishman-midi,849
22677,train,irishman-midi,2364
22678,train,irishman-midi,1024
22679,train,irishman-midi,1918
22680,train,irishman-midi,1125
22681,train,irishman-midi,1412
22682,train,irishman-midi,1522
22683,train,irishman-midi,717
22684,train,irishman-midi,744
22685,train,irishman-midi,647
22686,train,irishman-midi,944
22687,train,irishman-midi,216
22688,train,irishman-midi,932
22689,train,irishman-midi,302
22690,train,irishman-midi,1322
22691,train,irishman-midi,632
22692,train,irishman-midi,661
22693,train,irishman-midi,1838
22694,train,irishman-midi,1152
22695,train,irishman-midi,660
22696,train,irishman-midi,952
22697,train,irishman-midi,1196
22698,train,irishman-midi,441
22699,train,irishman-midi,252
22700,train,irishman-midi,867
22701,train,irishman-midi,1312
22702,train,irishman-midi,444
22703,train,irishman-midi,698
22704,train,irishman-midi,811
22705,train,irishman-midi,1853
22706,train,irishman-midi,1292
22707,train,irishman-midi,523
22708,train,irishman-midi,1106
22709,train,irishman-midi,297
22710,train,irishman-midi,834
22711,train,irishman-midi,601
22712,train,irishman-midi,3940
22713,train,irishman-midi,666
22714,train,irishman-midi,894
22715,train,irishman-midi,1317
22716,train,irishman-midi,1421
22717,train,irishman-midi,1050
22718,train,irishman-midi,752
22719,train,irishman-midi,502
22720,train,irishman-midi,1834
22721,train,irishman-midi,806
22722,train,irishman-midi,797
22723,train,irishman-midi,208
22724,train,irishman-midi,1376
22725,train,irishman-midi,657
22726,train,irishman-midi,368
22727,train,irishman-midi,854
22728,train,irishman-midi,1432
22729,train,irishman-midi,1252
22730,train,irishman-midi,1152
22731,train,irishman-midi,473
22732,train,irishman-midi,824
22733,train,irishman-midi,1366
22734,train,irishman-midi,964
22735,train,irishman-midi,236
22736,train,irishman-midi,2208
22737,train,irishman-midi,1102
22738,train,irishman-midi,1332
22739,train,irishman-midi,811
22740,train,irishman-midi,574
22741,train,irishman-midi,924
22742,train,irishman-midi,731
22743,train,irishman-midi,904
22744,train,irishman-midi,448
22745,train,irishman-midi,647
22746,train,irishman-midi,235
22747,train,irishman-midi,1357
22748,train,irishman-midi,209
22749,train,irishman-midi,1002
22750,train,irishman-midi,1004
22751,train,irishman-midi,1865
22752,train,irishman-midi,1174
22753,train,irishman-midi,2027
22754,train,irishman-midi,1302
22755,train,irishman-midi,683
22756,train,irishman-midi,854
22757,train,irishman-midi,771
22758,train,irishman-midi,2022
22759,train,irishman-midi,438
22760,train,irishman-midi,542
22761,train,irishman-midi,1242
22762,train,irishman-midi,626
22763,train,irishman-midi,1064
22764,train,irishman-midi,661
22765,train,irishman-midi,953
22766,train,irishman-midi,2688
22767,train,irishman-midi,1584
22768,train,irishman-midi,1064
22769,train,irishman-midi,261
22770,train,irishman-midi,1606
22771,train,irishman-midi,842
22772,train,irishman-midi,561
22773,train,irishman-midi,1222
22774,train,irishman-midi,2012
22775,train,irishman-midi,208
22776,train,irishman-midi,1500
22777,train,irishman-midi,1312
22778,train,irishman-midi,654
22779,train,irishman-midi,403
22780,train,irishman-midi,2186
22781,train,irishman-midi,701
22782,train,irishman-midi,1578
22783,train,irishman-midi,1606
22784,train,irishman-midi,1035
22785,train,irishman-midi,2332
22786,train,irishman-midi,1762
22787,train,irishman-midi,776
22788,train,irishman-midi,959
22789,train,irishman-midi,1172
22790,train,irishman-midi,1381
22791,train,irishman-midi,904
22792,train,irishman-midi,588
22793,train,irishman-midi,824
22794,train,irishman-midi,2406
22795,train,irishman-midi,373
22796,train,irishman-midi,569
22797,train,irishman-midi,671
22798,train,irishman-midi,396
22799,train,irishman-midi,546
22800,train,irishman-midi,934
22801,train,irishman-midi,266
22802,train,irishman-midi,1092
22803,train,irishman-midi,1024
22804,train,irishman-midi,1800
22805,train,irishman-midi,1246
22806,train,irishman-midi,2544
22807,train,irishman-midi,1272
22808,train,irishman-midi,676
22809,train,irishman-midi,706
22810,train,irishman-midi,1219
22811,train,irishman-midi,1240
22812,train,irishman-midi,656
22813,train,irishman-midi,744
22814,train,irishman-midi,592
22815,train,irishman-midi,1267
22816,train,irishman-midi,766
22817,train,irishman-midi,1623
22818,train,irishman-midi,1871
22819,train,irishman-midi,288
22820,train,irishman-midi,851
22821,train,irishman-midi,668
22822,train,irishman-midi,938
22823,train,irishman-midi,1262
22824,train,irishman-midi,296
22825,train,irishman-midi,964
22826,train,irishman-midi,331
22827,train,irishman-midi,358
22828,train,irishman-midi,984
22829,train,irishman-midi,728
22830,train,irishman-midi,1647
22831,train,irishman-midi,3275
22832,train,irishman-midi,1401
22833,train,irishman-midi,1212
22834,train,irishman-midi,1228
22835,train,irishman-midi,394
22836,train,irishman-midi,2884
22837,train,irishman-midi,1402
22838,train,irishman-midi,2438
22839,train,irishman-midi,1776
22840,train,irishman-midi,348
22841,train,irishman-midi,908
22842,train,irishman-midi,3362
22843,train,irishman-midi,800
22844,train,irishman-midi,412
22845,train,irishman-midi,2006
22846,train,irishman-midi,962
22847,train,irishman-midi,387
22848,train,irishman-midi,636
22849,train,irishman-midi,1312
22850,train,irishman-midi,1142
22851,train,irishman-midi,1107
22852,train,irishman-midi,864
22853,train,irishman-midi,3601
22854,train,irishman-midi,1348
22855,train,irishman-midi,746
22856,train,irishman-midi,487
22857,train,irishman-midi,1727
22858,train,irishman-midi,298
22859,train,irishman-midi,4082
22860,train,irishman-midi,964
22861,train,irishman-midi,741
22862,train,irishman-midi,4216
22863,train,irishman-midi,4091
22864,train,irishman-midi,762
22865,train,irishman-midi,761
22866,train,irishman-midi,442
22867,train,irishman-midi,742
22868,train,irishman-midi,1307
22869,train,irishman-midi,1004
22870,train,irishman-midi,2411
22871,train,irishman-midi,2426
22872,train,irishman-midi,2014
22873,train,irishman-midi,228
22874,train,irishman-midi,1296
22875,train,irishman-midi,944
22876,train,irishman-midi,378
22877,train,irishman-midi,696
22878,train,irishman-midi,1517
22879,train,irishman-midi,723
22880,train,irishman-midi,1014
22881,train,irishman-midi,385
22882,train,irishman-midi,364
22883,train,irishman-midi,1829
22884,train,irishman-midi,1247
22885,train,irishman-midi,1233
22886,train,irishman-midi,2334
22887,train,irishman-midi,1045
22888,train,irishman-midi,1148
22889,train,irishman-midi,895
22890,train,irishman-midi,1010
22891,train,irishman-midi,834
22892,train,irishman-midi,1566
22893,train,irishman-midi,2312
22894,train,irishman-midi,1302
22895,train,irishman-midi,4798
22896,train,irishman-midi,1212
22897,train,irishman-midi,2118
22898,train,irishman-midi,864
22899,train,irishman-midi,883
22900,train,irishman-midi,1081
22901,train,irishman-midi,974
22902,train,irishman-midi,750
22903,train,irishman-midi,640
22904,train,irishman-midi,697
22905,train,irishman-midi,344
22906,train,irishman-midi,1476
22907,train,irishman-midi,606
22908,train,irishman-midi,1122
22909,train,irishman-midi,1212
22910,train,irishman-midi,655
22911,train,irishman-midi,2240
22912,train,irishman-midi,850
22913,train,irishman-midi,2189
22914,train,irishman-midi,1580
22915,train,irishman-midi,521
22916,train,irishman-midi,1134
22917,train,irishman-midi,318
22918,train,irishman-midi,1272
22919,train,irishman-midi,1333
22920,train,irishman-midi,662
22921,train,irishman-midi,228
22922,train,irishman-midi,836
22923,train,irishman-midi,954
22924,train,irishman-midi,1296
22925,train,irishman-midi,653
22926,train,irishman-midi,902
22927,train,irishman-midi,2100
22928,train,irishman-midi,813
22929,train,irishman-midi,954
22930,train,irishman-midi,716
22931,train,irishman-midi,842
22932,train,irishman-midi,742
22933,train,irishman-midi,2028
22934,train,irishman-midi,968
22935,train,irishman-midi,348
22936,train,irishman-midi,641
22937,train,irishman-midi,837
22938,train,irishman-midi,1176
22939,train,irishman-midi,212
22940,train,irishman-midi,2212
22941,train,irishman-midi,1292
22942,train,irishman-midi,1222
22943,train,irishman-midi,1182
22944,train,irishman-midi,1224
22945,train,irishman-midi,1182
22946,train,irishman-midi,1006
22947,train,irishman-midi,3158
22948,train,irishman-midi,2528
22949,train,irishman-midi,616
22950,train,irishman-midi,1134
22951,train,irishman-midi,479
22952,train,irishman-midi,944
22953,train,irishman-midi,314
22954,train,irishman-midi,704
22955,train,irishman-midi,758
22956,train,irishman-midi,2824
22957,train,irishman-midi,1353
22958,train,irishman-midi,2220
22959,train,irishman-midi,746
22960,train,irishman-midi,1863
22961,train,irishman-midi,2175
22962,train,irishman-midi,1227
22963,train,irishman-midi,984
22964,train,irishman-midi,1472
22965,train,irishman-midi,892
22966,train,irishman-midi,884
22967,train,irishman-midi,1184
22968,train,irishman-midi,421
22969,train,irishman-midi,196
22970,train,irishman-midi,358
22971,train,irishman-midi,692
22972,train,irishman-midi,1407
22973,train,irishman-midi,538
22974,train,irishman-midi,1480
22975,train,irishman-midi,737
22976,train,irishman-midi,1172
22977,train,irishman-midi,314
22978,train,irishman-midi,1342
22979,train,irishman-midi,253
22980,train,irishman-midi,667
22981,train,irishman-midi,626
22982,train,irishman-midi,716
22983,train,irishman-midi,1441
22984,train,irishman-midi,694
22985,train,irishman-midi,1012
22986,train,irishman-midi,852
22987,train,irishman-midi,1052
22988,train,irishman-midi,904
22989,train,irishman-midi,742
22990,train,irishman-midi,1062
22991,train,irishman-midi,1622
22992,train,irishman-midi,841
22993,train,irishman-midi,1168
22994,train,irishman-midi,1222
22995,train,irishman-midi,681
22996,train,irishman-midi,969
22997,train,irishman-midi,2254
22998,train,irishman-midi,260
22999,train,irishman-midi,1692
23000,train,irishman-midi,905
23001,train,irishman-midi,572
23002,train,irishman-midi,744
23003,train,irishman-midi,899
23004,train,irishman-midi,1107
23005,train,irishman-midi,608
23006,train,irishman-midi,309
23007,train,irishman-midi,1382
23008,train,irishman-midi,736
23009,train,irishman-midi,1039
23010,train,irishman-midi,264
23011,train,irishman-midi,976
23012,train,irishman-midi,914
23013,train,irishman-midi,1452
23014,train,irishman-midi,3454
23015,train,irishman-midi,1226
23016,train,irishman-midi,241
23017,train,irishman-midi,507
23018,train,irishman-midi,974
23019,train,irishman-midi,1374
23020,train,irishman-midi,691
23021,train,irishman-midi,1213
23022,train,irishman-midi,1092
23023,train,irishman-midi,1253
23024,train,irishman-midi,656
23025,train,irishman-midi,1066
23026,train,irishman-midi,879
23027,train,irishman-midi,1262
23028,train,irishman-midi,1172
23029,train,irishman-midi,380
23030,train,irishman-midi,1140
23031,train,irishman-midi,611
23032,train,irishman-midi,705
23033,train,irishman-midi,696
23034,train,irishman-midi,2112
23035,train,irishman-midi,1802
23036,train,irishman-midi,542
23037,train,irishman-midi,1070
23038,train,irishman-midi,1921
23039,train,irishman-midi,646
23040,train,irishman-midi,647
23041,train,irishman-midi,848
23042,train,irishman-midi,3736
23043,train,irishman-midi,1368
23044,train,irishman-midi,2622
23045,train,irishman-midi,1212
23046,train,irishman-midi,1836
23047,train,irishman-midi,855
23048,train,irishman-midi,1448
23049,train,irishman-midi,261
23050,train,irishman-midi,802
23051,train,irishman-midi,261
23052,train,irishman-midi,2863
23053,train,irishman-midi,292
23054,train,irishman-midi,974
23055,train,irishman-midi,672
23056,train,irishman-midi,568
23057,train,irishman-midi,1708
23058,train,irishman-midi,1034
23059,train,irishman-midi,474
23060,train,irishman-midi,924
23061,train,irishman-midi,1124
23062,train,irishman-midi,1064
23063,train,irishman-midi,1533
23064,train,irishman-midi,1057
23065,train,irishman-midi,899
23066,train,irishman-midi,621
23067,train,irishman-midi,2289
23068,train,irishman-midi,547
23069,train,irishman-midi,1076
23070,train,irishman-midi,2153
23071,train,irishman-midi,455
23072,train,irishman-midi,1075
23073,train,irishman-midi,248
23074,train,irishman-midi,242
23075,train,irishman-midi,1436
23076,train,irishman-midi,255
23077,train,irishman-midi,849
23078,train,irishman-midi,904
23079,train,irishman-midi,994
23080,train,irishman-midi,676
23081,train,irishman-midi,1052
23082,train,irishman-midi,1028
23083,train,irishman-midi,730
23084,train,irishman-midi,328
23085,train,irishman-midi,1012
23086,train,irishman-midi,1352
23087,train,irishman-midi,895
23088,train,irishman-midi,1084
23089,train,irishman-midi,1829
23090,train,irishman-midi,1112
23091,train,irishman-midi,646
23092,train,irishman-midi,1269
23093,train,irishman-midi,591
23094,train,irishman-midi,1938
23095,train,irishman-midi,1246
23096,train,irishman-midi,797
23097,train,irishman-midi,4435
23098,train,irishman-midi,556
23099,train,irishman-midi,3084
23100,train,irishman-midi,386
23101,train,irishman-midi,3843
23102,train,irishman-midi,379
23103,train,irishman-midi,1063
23104,train,irishman-midi,636
23105,train,irishman-midi,1416
23106,train,irishman-midi,1703
23107,train,irishman-midi,1332
23108,train,irishman-midi,934
23109,train,irishman-midi,2044
23110,train,irishman-midi,2075
23111,train,irishman-midi,606
23112,train,irishman-midi,2793
23113,train,irishman-midi,356
23114,train,irishman-midi,1312
23115,train,irishman-midi,879
23116,train,irishman-midi,884
23117,train,irishman-midi,1126
23118,train,irishman-midi,1098
23119,train,irishman-midi,1074
23120,train,irishman-midi,262
23121,train,irishman-midi,759
23122,train,irishman-midi,1272
23123,train,irishman-midi,883
23124,train,irishman-midi,1468
23125,train,irishman-midi,828
23126,train,irishman-midi,468
23127,train,irishman-midi,696
23128,train,irishman-midi,1248
23129,train,irishman-midi,412
23130,train,irishman-midi,414
23131,train,irishman-midi,309
23132,train,irishman-midi,665
